empresa_id,tipo_energia,proyecto_id,capacidad_generacion,reduccion_emisiones,costo_proyecto,estado_proyecto,total_inversion,energia_generada_total,emisiones_evitadas_total,retorno_estimado
EMP004286,Hidroeléctrica,PROJ007580,1716.21,2014.95,361.11,Finalizado,361.11,1716.21,2014.95,0.18
EMP019100,Solar,PROJ007581,809.95,4531.06,224.56,Activo,224.56,809.95,4531.06,0.05
EMP009114,Hidroeléctrica,PROJ007582,6761.93,1979.24,194.55,Finalizado,566.27,7881.84,6623.93,0.09
EMP008923,Solar,PROJ007583,4830.85,3262.19,470.59,En desarrollo,470.59,4830.85,3262.19,0.14
EMP002077,Hidroeléctrica,PROJ007584,7975.81,2830.13,186.77,Finalizado,186.77,7975.81,2830.13,0.07
EMP009796,Solar,PROJ007585,5408.71,2887.11,254.09,En desarrollo,254.09,5408.71,2887.11,0.09
EMP003775,Hidroeléctrica,PROJ007586,9648.87,1496.73,496.39,Finalizado,496.39,9648.87,1496.73,0.33
EMP020972,Biomasa,PROJ007587,531.84,1769.34,15.5,Activo,15.5,531.84,1769.34,0.01
EMP014011,Hidroeléctrica,PROJ007588,2759.75,4373.56,249.84,Finalizado,640.34,7084.23,6045.16,0.11
EMP002646,Solar,PROJ007589,3624.03,3054.85,152.4,Finalizado,152.4,3624.03,3054.85,0.05
EMP013698,Biomasa,PROJ007590,7489.74,1692.89,80.22,En desarrollo,80.22,7489.74,1692.89,0.05
EMP020873,Eólica,PROJ007591,8221.57,3514.95,420.82,En desarrollo,420.82,8221.57,3514.95,0.12
EMP003688,Eólica,PROJ007592,4372.23,817.22,107.72,Finalizado,107.72,4372.23,817.22,0.13
EMP001847,Solar,PROJ007593,6981.8,4853.04,474.68,En desarrollo,474.68,6981.8,4853.04,0.1
EMP020593,Solar,PROJ007594,2920.85,3621.21,287.23,Activo,287.23,2920.85,3621.21,0.08
EMP001767,Biomasa,PROJ007595,6158.41,4043.03,138.88,Finalizado,138.88,6158.41,4043.03,0.03
EMP018527,Eólica,PROJ007596,3260.32,3767.72,39.63,Activo,39.63,3260.32,3767.72,0.01
EMP007490,Eólica,PROJ007597,5994.18,2967.97,61.02,Finalizado,61.02,5994.18,2967.97,0.02
EMP018929,Hidroeléctrica,PROJ007598,7420.84,4205.83,45.24,En desarrollo,45.24,7420.84,4205.83,0.01
EMP015311,Biomasa,PROJ007599,1508.49,4829.65,483.15,Activo,483.15,1508.49,4829.65,0.1
EMP021699,Hidroeléctrica,PROJ007600,1151.05,3444.6,413.29,En desarrollo,413.29,1151.05,3444.6,0.12
EMP001142,Geotérmica,PROJ007601,8846.7,4552.45,191.31,En desarrollo,191.31,8846.7,4552.45,0.04
EMP005843,Hidroeléctrica,PROJ007602,8478.44,3740.4,187.58,Activo,187.58,8478.44,3740.4,0.05
EMP001197,Hidroeléctrica,PROJ007603,1724.31,3906.83,458.27,Finalizado,458.27,1724.31,3906.83,0.12
EMP015712,Biomasa,PROJ007604,3944.33,1511.72,63.29,En desarrollo,103.88,12956.69,5476.3,0.02
EMP010752,Solar,PROJ007605,1457.48,694.72,375.41,Activo,375.41,1457.48,694.72,0.54
EMP009653,Biomasa,PROJ007606,5676.38,3160.94,9.67,Finalizado,9.67,5676.38,3160.94,0.0
EMP023308,Solar,PROJ007607,373.6,2554.52,348.19,Finalizado,348.19,373.6,2554.52,0.14
EMP020722,Eólica,PROJ007608,2446.37,1998.13,178.07,En desarrollo,643.58,4448.77,3590.92,0.18
EMP002461,Geotérmica,PROJ007609,7312.01,437.21,50.41,Finalizado,50.41,7312.01,437.21,0.12
EMP005645,Biomasa,PROJ007610,8717.96,4774.03,156.63,Activo,156.63,8717.96,4774.03,0.03
EMP000321,Solar,PROJ007611,3564.57,528.14,454.92,En desarrollo,454.92,3564.57,528.14,0.86
EMP011729,Biomasa,PROJ007612,1922.94,743.96,230.11,Activo,230.11,1922.94,743.96,0.31
EMP012419,Eólica,PROJ007613,7064.96,4860.22,424.62,En desarrollo,424.62,7064.96,4860.22,0.09
EMP004129,Hidroeléctrica,PROJ007614,3228.38,4157.67,139.65,Finalizado,139.65,3228.38,4157.67,0.03
EMP018910,Hidroeléctrica,PROJ007615,6976.5,1225.34,215.05,Finalizado,215.05,6976.5,1225.34,0.18
EMP016366,Biomasa,PROJ007616,8906.77,1828.65,125.07,Finalizado,125.07,8906.77,1828.65,0.07
EMP012459,Geotérmica,PROJ007617,6592.52,3846.85,103.76,En desarrollo,103.76,6592.52,3846.85,0.03
EMP009933,Eólica,PROJ007618,9862.76,4868.78,254.71,En desarrollo,254.71,9862.76,4868.78,0.05
EMP000068,Hidroeléctrica,PROJ007619,3700.66,209.53,348.42,Finalizado,348.42,3700.66,209.53,1.66
EMP015747,Hidroeléctrica,PROJ007620,6690.74,2181.78,127.49,Finalizado,127.49,6690.74,2181.78,0.06
EMP019803,Biomasa,PROJ007621,5645.98,1819.39,297.91,Finalizado,297.91,5645.98,1819.39,0.16
EMP018877,Biomasa,PROJ007622,1259.18,1037.4,29.75,Activo,29.75,1259.18,1037.4,0.03
EMP007382,Geotérmica,PROJ007623,6160.99,1656.58,281.35,Finalizado,281.35,6160.99,1656.58,0.17
EMP011602,Eólica,PROJ007624,4207.4,1846.36,353.24,Finalizado,353.24,4207.4,1846.36,0.19
EMP016733,Hidroeléctrica,PROJ007625,658.01,4386.43,57.55,Finalizado,57.55,658.01,4386.43,0.01
EMP005845,Hidroeléctrica,PROJ007626,9803.36,3415.6,379.25,Activo,379.25,9803.36,3415.6,0.11
EMP004484,Eólica,PROJ007627,8916.07,1355.49,189.44,Finalizado,189.44,8916.07,1355.49,0.14
EMP007945,Geotérmica,PROJ007628,2474.33,3444.33,203.79,Finalizado,203.79,2474.33,3444.33,0.06
EMP001237,Eólica,PROJ007629,2403.01,573.71,62.7,Activo,446.19,11943.69,750.71,0.59
EMP023376,Eólica,PROJ007630,5053.15,4827.76,285.34,Finalizado,285.34,5053.15,4827.76,0.06
EMP019611,Eólica,PROJ007631,3001.17,1551.88,350.16,Activo,640.73,6941.53,4249.84,0.15
EMP017552,Biomasa,PROJ007632,7792.68,3846.25,167.26,Activo,167.26,7792.68,3846.25,0.04
EMP021345,Hidroeléctrica,PROJ007633,2566.97,4628.54,184.72,Finalizado,184.72,2566.97,4628.54,0.04
EMP003493,Eólica,PROJ007634,5252.06,1773.32,141.54,En desarrollo,441.71,15211.09,6258.94,0.07
EMP023356,Solar,PROJ007635,4840.81,1159.94,83.88,Finalizado,86.0,10551.11,3330.89,0.03
EMP016423,Solar,PROJ007636,1204.36,3861.33,242.4,Finalizado,242.4,1204.36,3861.33,0.06
EMP010820,Eólica,PROJ007637,9624.28,2578.02,43.99,Activo,43.99,9624.28,2578.02,0.02
EMP014438,Biomasa,PROJ007638,2576.78,2549.78,133.71,En desarrollo,133.71,2576.78,2549.78,0.05
EMP007859,Biomasa,PROJ007639,9037.74,4554.07,24.5,Finalizado,156.52,17730.55,5038.8,0.03
EMP011576,Geotérmica,PROJ007640,2770.36,4736.19,400.19,Finalizado,400.19,2770.36,4736.19,0.08
EMP013217,Geotérmica,PROJ007641,8220.86,4017.97,362.24,En desarrollo,362.24,8220.86,4017.97,0.09
EMP019927,Eólica,PROJ007642,2536.82,2706.09,22.11,Activo,22.11,2536.82,2706.09,0.01
EMP013421,Solar,PROJ007643,6099.1,1060.33,144.45,Finalizado,144.45,6099.1,1060.33,0.14
EMP013357,Geotérmica,PROJ007644,5186.92,3174.05,392.57,Activo,392.57,5186.92,3174.05,0.12
EMP020248,Geotérmica,PROJ007645,3737.21,2730.2,284.42,Activo,337.51,9757.54,4056.03,0.08
EMP022333,Eólica,PROJ007646,1988.62,356.1,102.79,Activo,102.79,1988.62,356.1,0.29
EMP015133,Solar,PROJ007647,6982.71,4937.08,65.54,Finalizado,454.7,11329.93,5842.37,0.08
EMP010181,Solar,PROJ007648,2920.07,4811.35,278.31,Finalizado,606.1,5198.71,7868.29,0.08
EMP012941,Biomasa,PROJ007649,4013.46,3702.11,497.38,Finalizado,497.38,4013.46,3702.11,0.13
EMP005552,Geotérmica,PROJ007650,3340.28,181.86,460.35,Finalizado,460.35,3340.28,181.86,2.53
EMP010360,Geotérmica,PROJ007651,6174.0,269.67,73.25,Activo,73.25,6174.0,269.67,0.27
EMP011338,Eólica,PROJ007652,1860.66,4977.01,33.34,Finalizado,33.34,1860.66,4977.01,0.01
EMP017863,Biomasa,PROJ007653,4994.93,74.29,292.97,Finalizado,292.97,4994.93,74.29,3.94
EMP024044,Geotérmica,PROJ007654,9806.78,2258.5,270.37,Activo,270.37,9806.78,2258.5,0.12
EMP007653,Geotérmica,PROJ007655,2805.96,798.93,208.82,Activo,208.82,2805.96,798.93,0.26
EMP009215,Biomasa,PROJ007656,3165.19,2966.88,432.51,Finalizado,432.51,3165.19,2966.88,0.15
EMP018952,Solar,PROJ007657,3514.92,2705.16,139.33,Finalizado,139.33,3514.92,2705.16,0.05
EMP017750,Hidroeléctrica,PROJ007658,351.72,997.94,386.92,Finalizado,386.92,351.72,997.94,0.39
EMP011216,Hidroeléctrica,PROJ007659,6192.78,640.85,401.36,En desarrollo,401.36,6192.78,640.85,0.63
EMP015316,Biomasa,PROJ007660,1915.96,4260.19,93.61,Activo,490.32,5622.27,5873.64,0.08
EMP020367,Eólica,PROJ007661,1935.95,2299.11,90.61,Activo,90.61,1935.95,2299.11,0.04
EMP005842,Hidroeléctrica,PROJ007662,1485.98,3868.93,226.52,Finalizado,226.52,1485.98,3868.93,0.06
EMP021209,Geotérmica,PROJ007663,687.81,3844.03,303.97,Activo,303.97,687.81,3844.03,0.08
EMP014515,Hidroeléctrica,PROJ007664,9157.15,2772.67,490.96,Activo,490.96,9157.15,2772.67,0.18
EMP017750,Eólica,PROJ007665,7883.02,1222.69,254.27,Finalizado,254.27,7883.02,1222.69,0.21
EMP017747,Hidroeléctrica,PROJ007666,3259.19,408.04,43.45,Finalizado,329.1,5578.24,2381.64,0.14
EMP024409,Geotérmica,PROJ007667,7819.37,2968.59,299.04,Finalizado,299.04,7819.37,2968.59,0.1
EMP006252,Solar,PROJ007668,5219.81,3614.05,126.88,Activo,126.88,5219.81,3614.05,0.04
EMP019529,Hidroeléctrica,PROJ007669,8443.88,4082.57,309.89,En desarrollo,349.54,10855.17,8764.86,0.04
EMP013454,Hidroeléctrica,PROJ007670,4356.18,717.9,452.0,Activo,452.0,4356.18,717.9,0.63
EMP011133,Geotérmica,PROJ007671,3843.94,280.42,309.8,Finalizado,309.8,3843.94,280.42,1.1
EMP014801,Biomasa,PROJ007672,7691.59,3142.99,131.54,Activo,131.54,7691.59,3142.99,0.04
EMP024521,Eólica,PROJ007673,6977.5,2704.16,397.9,Activo,397.9,6977.5,2704.16,0.15
EMP014883,Hidroeléctrica,PROJ007674,765.65,3070.87,35.56,Activo,35.56,765.65,3070.87,0.01
EMP021617,Hidroeléctrica,PROJ007675,1033.27,3251.57,96.37,Finalizado,164.97,6017.84,6482.84,0.03
EMP013038,Eólica,PROJ007676,6713.38,2377.85,263.74,En desarrollo,263.74,6713.38,2377.85,0.11
EMP007859,Solar,PROJ007677,2166.67,3853.58,360.63,Activo,360.63,2166.67,3853.58,0.09
EMP005809,Hidroeléctrica,PROJ007678,9933.3,3338.95,278.57,Finalizado,278.57,9933.3,3338.95,0.08
EMP005346,Solar,PROJ007679,6681.52,616.56,226.02,Activo,226.02,6681.52,616.56,0.37
EMP011283,Hidroeléctrica,PROJ007680,5057.69,3959.37,123.33,Activo,583.14,6690.73,7172.97,0.08
EMP012097,Geotérmica,PROJ007681,3990.4,1632.12,48.23,Activo,48.23,3990.4,1632.12,0.03
EMP002924,Hidroeléctrica,PROJ007682,7404.14,4181.94,49.05,Activo,49.05,7404.14,4181.94,0.01
EMP006057,Geotérmica,PROJ007683,3359.13,364.78,416.3,En desarrollo,416.3,3359.13,364.78,1.14
EMP019539,Eólica,PROJ007684,7998.58,95.41,58.2,Finalizado,58.2,7998.58,95.41,0.61
EMP006641,Eólica,PROJ007685,3969.59,2273.05,270.59,Finalizado,363.1,8091.52,6671.53,0.05
EMP017961,Solar,PROJ007686,1625.75,1620.33,428.91,Finalizado,428.91,1625.75,1620.33,0.26
EMP009665,Eólica,PROJ007687,9237.85,2671.62,410.0,Activo,410.0,9237.85,2671.62,0.15
EMP002989,Eólica,PROJ007688,4697.58,125.13,108.07,En desarrollo,108.07,4697.58,125.13,0.86
EMP004695,Solar,PROJ007689,7453.08,1128.04,367.5,Activo,367.5,7453.08,1128.04,0.33
EMP000847,Hidroeléctrica,PROJ007690,1565.82,3906.62,300.71,En desarrollo,766.64,5419.77,6461.99,0.12
EMP010650,Solar,PROJ007691,4800.33,4362.27,317.46,En desarrollo,317.46,4800.33,4362.27,0.07
EMP000246,Eólica,PROJ007692,9373.26,834.78,456.33,Activo,701.19,16144.27,2147.04,0.33
EMP006728,Biomasa,PROJ007693,5594.15,2526.85,495.11,Activo,495.11,5594.15,2526.85,0.2
EMP007333,Solar,PROJ007694,3892.94,1638.22,448.93,Finalizado,478.07,9442.83,6060.75,0.08
EMP010200,Solar,PROJ007695,6983.05,3846.57,488.15,Finalizado,488.15,6983.05,3846.57,0.13
EMP001844,Biomasa,PROJ007696,2705.56,2207.29,390.4,Finalizado,390.4,2705.56,2207.29,0.18
EMP001885,Geotérmica,PROJ007697,1547.69,1030.83,64.95,Finalizado,64.95,1547.69,1030.83,0.06
EMP016715,Biomasa,PROJ007698,3953.45,3399.34,337.04,Activo,337.04,3953.45,3399.34,0.1
EMP020466,Geotérmica,PROJ007699,5743.45,2144.44,190.68,En desarrollo,190.68,5743.45,2144.44,0.09
EMP010604,Eólica,PROJ007700,2905.72,1353.93,407.75,Finalizado,407.75,2905.72,1353.93,0.3
EMP012692,Geotérmica,PROJ007701,6527.26,4989.26,136.36,Activo,136.36,6527.26,4989.26,0.03
EMP017201,Eólica,PROJ007702,2792.86,1175.26,188.57,Finalizado,188.57,2792.86,1175.26,0.16
EMP005606,Biomasa,PROJ007703,7007.7,443.58,137.35,Finalizado,137.35,7007.7,443.58,0.31
EMP000563,Biomasa,PROJ007704,5801.29,1754.05,372.56,Finalizado,372.56,5801.29,1754.05,0.21
EMP014344,Solar,PROJ007705,6585.54,3876.06,32.61,Finalizado,32.61,6585.54,3876.06,0.01
EMP001480,Geotérmica,PROJ007706,9780.21,1000.25,456.16,En desarrollo,456.16,9780.21,1000.25,0.46
EMP002778,Solar,PROJ007707,8396.48,3652.1,87.58,Activo,87.58,8396.48,3652.1,0.02
EMP010580,Geotérmica,PROJ007708,4075.08,3443.14,119.87,Activo,119.87,4075.08,3443.14,0.03
EMP015799,Solar,PROJ007709,1677.57,3650.81,349.06,Activo,349.06,1677.57,3650.81,0.1
EMP018770,Eólica,PROJ007710,9698.41,3680.21,206.37,Finalizado,206.37,9698.41,3680.21,0.06
EMP001921,Solar,PROJ007711,4532.82,1913.09,259.49,En desarrollo,309.82,14011.59,5254.25,0.06
EMP009570,Geotérmica,PROJ007712,1284.51,4863.63,205.36,Activo,205.36,1284.51,4863.63,0.04
EMP008742,Hidroeléctrica,PROJ007713,8659.0,2709.85,426.8,Activo,426.8,8659.0,2709.85,0.16
EMP006753,Geotérmica,PROJ007714,62.77,3520.62,287.48,Activo,287.48,62.77,3520.62,0.08
EMP022463,Geotérmica,PROJ007715,3001.61,1015.82,314.12,Activo,314.12,3001.61,1015.82,0.31
EMP015451,Solar,PROJ007716,6835.44,238.81,168.2,Activo,168.2,6835.44,238.81,0.7
EMP019740,Geotérmica,PROJ007717,7646.42,3561.69,379.97,Finalizado,379.97,7646.42,3561.69,0.11
EMP017141,Eólica,PROJ007718,9628.7,3668.38,183.25,Finalizado,183.25,9628.7,3668.38,0.05
EMP005720,Biomasa,PROJ007719,2571.95,4582.87,77.61,Finalizado,77.61,2571.95,4582.87,0.02
EMP017063,Biomasa,PROJ007720,9555.21,714.73,427.97,Activo,427.97,9555.21,714.73,0.6
EMP007585,Eólica,PROJ007721,6969.37,3103.08,191.19,Finalizado,191.19,6969.37,3103.08,0.06
EMP020330,Geotérmica,PROJ007722,5317.96,1897.99,187.38,Finalizado,187.38,5317.96,1897.99,0.1
EMP018609,Biomasa,PROJ007723,6806.44,612.75,53.1,Activo,322.19,12900.27,4241.32,0.08
EMP004489,Biomasa,PROJ007724,860.64,3688.15,322.41,Activo,322.41,860.64,3688.15,0.09
EMP021565,Solar,PROJ007725,9964.92,1662.8,152.91,En desarrollo,152.91,9964.92,1662.8,0.09
EMP012106,Eólica,PROJ007726,2539.05,4938.29,95.99,En desarrollo,95.99,2539.05,4938.29,0.02
EMP006257,Eólica,PROJ007727,1915.72,198.9,212.7,En desarrollo,212.7,1915.72,198.9,1.07
EMP018347,Solar,PROJ007728,1010.83,3091.62,188.02,Finalizado,188.02,1010.83,3091.62,0.06
EMP022165,Hidroeléctrica,PROJ007729,2868.38,3323.38,132.91,Activo,132.91,2868.38,3323.38,0.04
EMP020361,Hidroeléctrica,PROJ007730,2982.72,2994.37,402.85,Activo,402.85,2982.72,2994.37,0.13
EMP000594,Hidroeléctrica,PROJ007731,8312.41,2476.04,251.03,Activo,251.03,8312.41,2476.04,0.1
EMP011207,Geotérmica,PROJ007732,5577.86,711.51,330.89,En desarrollo,585.98,6899.66,1891.71,0.31
EMP015696,Biomasa,PROJ007733,8646.3,1380.74,384.03,Finalizado,384.03,8646.3,1380.74,0.28
EMP011048,Biomasa,PROJ007734,748.13,3432.39,151.39,Activo,151.39,748.13,3432.39,0.04
EMP015843,Hidroeléctrica,PROJ007735,5554.44,2942.23,497.43,Finalizado,497.43,5554.44,2942.23,0.17
EMP004629,Biomasa,PROJ007736,9665.95,84.67,482.04,Finalizado,482.04,9665.95,84.67,5.69
EMP019658,Geotérmica,PROJ007737,8120.22,35.81,463.39,Activo,463.39,8120.22,35.81,12.94
EMP018454,Biomasa,PROJ007738,6171.07,91.26,170.1,En desarrollo,170.1,6171.07,91.26,1.86
EMP008646,Biomasa,PROJ007739,7121.93,2496.0,479.69,Finalizado,505.63,12207.37,5151.08,0.1
EMP001657,Biomasa,PROJ007740,6557.69,1732.13,20.59,Activo,20.59,6557.69,1732.13,0.01
EMP023922,Biomasa,PROJ007741,4292.97,2406.44,223.03,Finalizado,223.03,4292.97,2406.44,0.09
EMP023330,Hidroeléctrica,PROJ007742,4389.57,570.28,491.5,En desarrollo,598.69,8908.13,2069.27,0.29
EMP001473,Hidroeléctrica,PROJ007743,9738.74,3314.26,448.41,En desarrollo,448.41,9738.74,3314.26,0.14
EMP009810,Biomasa,PROJ007744,5621.46,177.02,350.15,Activo,1015.07,12928.54,2379.8,0.43
EMP010052,Hidroeléctrica,PROJ007745,6396.46,2876.08,168.54,Finalizado,168.54,6396.46,2876.08,0.06
EMP007042,Biomasa,PROJ007746,9798.8,158.52,151.68,En desarrollo,151.68,9798.8,158.52,0.96
EMP006332,Geotérmica,PROJ007747,1071.4,3459.07,343.88,Activo,473.02,10488.31,3676.3,0.13
EMP015201,Geotérmica,PROJ007748,8837.86,572.91,76.43,Finalizado,76.43,8837.86,572.91,0.13
EMP012539,Biomasa,PROJ007749,9253.08,3653.71,440.44,Activo,837.88,11455.68,8072.44,0.1
EMP001003,Biomasa,PROJ007750,3634.2,4174.87,436.51,Activo,436.51,3634.2,4174.87,0.1
EMP010100,Eólica,PROJ007751,3766.78,710.89,371.22,Finalizado,371.22,3766.78,710.89,0.52
EMP003901,Solar,PROJ007752,850.98,4864.49,369.94,Activo,369.94,850.98,4864.49,0.08
EMP007837,Geotérmica,PROJ007753,972.88,1814.06,428.97,En desarrollo,648.7,1458.29,2976.5,0.22
EMP000885,Eólica,PROJ007754,2636.58,1083.78,498.82,Finalizado,498.82,2636.58,1083.78,0.46
EMP006990,Eólica,PROJ007755,7696.89,1103.41,392.57,Activo,392.57,7696.89,1103.41,0.36
EMP000195,Hidroeléctrica,PROJ007756,9887.64,2163.56,133.97,Finalizado,133.97,9887.64,2163.56,0.06
EMP012842,Solar,PROJ007757,2404.28,2204.09,259.45,Activo,259.45,2404.28,2204.09,0.12
EMP008059,Hidroeléctrica,PROJ007758,1180.66,4400.59,120.45,En desarrollo,571.63,9087.94,6290.94,0.09
EMP022025,Biomasa,PROJ007759,8122.75,1263.81,48.91,En desarrollo,48.91,8122.75,1263.81,0.04
EMP010465,Eólica,PROJ007760,7841.88,4216.48,457.89,Activo,457.89,7841.88,4216.48,0.11
EMP018108,Eólica,PROJ007761,2041.87,2559.8,405.67,Finalizado,405.67,2041.87,2559.8,0.16
EMP015266,Eólica,PROJ007762,7563.08,2034.05,250.45,Finalizado,250.45,7563.08,2034.05,0.12
EMP003731,Solar,PROJ007763,5035.6,3982.82,472.49,Finalizado,472.49,5035.6,3982.82,0.12
EMP008546,Eólica,PROJ007764,7990.95,855.36,130.18,En desarrollo,130.18,7990.95,855.36,0.15
EMP022411,Solar,PROJ007765,5633.91,3967.88,383.94,Finalizado,383.94,5633.91,3967.88,0.1
EMP004049,Solar,PROJ007766,8291.53,863.46,452.48,Finalizado,452.48,8291.53,863.46,0.52
EMP008639,Solar,PROJ007767,3387.66,1753.06,286.75,Activo,286.75,3387.66,1753.06,0.16
EMP019400,Solar,PROJ007768,8951.66,3241.48,166.28,Finalizado,225.12,18203.29,7969.21,0.03
EMP015195,Solar,PROJ007769,9179.05,3947.13,121.4,En desarrollo,121.4,9179.05,3947.13,0.03
EMP017461,Solar,PROJ007770,2911.0,1648.16,477.87,Activo,477.87,2911.0,1648.16,0.29
EMP010198,Solar,PROJ007771,8550.88,3915.88,220.66,En desarrollo,238.95,16783.52,5294.56,0.05
EMP008059,Hidroeléctrica,PROJ007772,7907.28,1890.35,451.18,Activo,571.63,9087.94,6290.94,0.09
EMP001656,Hidroeléctrica,PROJ007773,2725.36,4091.47,292.23,En desarrollo,292.23,2725.36,4091.47,0.07
EMP023617,Eólica,PROJ007774,175.68,1002.35,166.29,Activo,454.1,4250.86,4098.69,0.11
EMP012988,Solar,PROJ007775,4712.56,2785.35,459.17,En desarrollo,459.17,4712.56,2785.35,0.16
EMP011259,Solar,PROJ007776,9427.94,3890.74,287.26,En desarrollo,287.26,9427.94,3890.74,0.07
EMP014040,Eólica,PROJ007777,8514.56,171.88,6.21,En desarrollo,6.21,8514.56,171.88,0.04
EMP022879,Eólica,PROJ007778,6736.72,1102.24,48.1,En desarrollo,48.1,6736.72,1102.24,0.04
EMP024234,Biomasa,PROJ007779,7730.73,2775.08,48.51,Finalizado,48.51,7730.73,2775.08,0.02
EMP002642,Hidroeléctrica,PROJ007780,7089.95,1648.35,197.14,Finalizado,197.14,7089.95,1648.35,0.12
EMP011347,Solar,PROJ007781,7688.76,1536.35,167.67,Finalizado,167.67,7688.76,1536.35,0.11
EMP009766,Eólica,PROJ007782,3125.02,1927.92,470.8,Activo,470.8,3125.02,1927.92,0.24
EMP011497,Geotérmica,PROJ007783,7705.27,3767.91,499.22,En desarrollo,499.22,7705.27,3767.91,0.13
EMP004639,Geotérmica,PROJ007784,5546.0,4563.22,433.92,Finalizado,433.92,5546.0,4563.22,0.1
EMP017132,Solar,PROJ007785,5470.04,791.01,479.47,Finalizado,479.47,5470.04,791.01,0.61
EMP008628,Geotérmica,PROJ007786,3584.92,2864.45,53.33,En desarrollo,53.33,3584.92,2864.45,0.02
EMP021753,Hidroeléctrica,PROJ007787,6333.45,4203.84,384.5,Finalizado,803.6,13622.81,7685.94,0.1
EMP009611,Hidroeléctrica,PROJ007788,6624.34,4452.82,430.16,Finalizado,430.16,6624.34,4452.82,0.1
EMP015399,Geotérmica,PROJ007789,5024.06,257.91,493.38,Activo,493.38,5024.06,257.91,1.91
EMP005455,Geotérmica,PROJ007790,5475.46,1389.05,207.81,Finalizado,408.21,10393.79,6266.05,0.07
EMP022034,Eólica,PROJ007791,3097.75,1818.76,49.75,Activo,49.75,3097.75,1818.76,0.03
EMP002922,Hidroeléctrica,PROJ007792,1279.41,4509.05,167.66,En desarrollo,167.66,1279.41,4509.05,0.04
EMP013616,Eólica,PROJ007793,7101.0,544.31,354.17,Activo,354.17,7101.0,544.31,0.65
EMP015411,Hidroeléctrica,PROJ007794,5291.5,3860.75,203.42,Finalizado,603.51,12069.13,6358.24,0.09
EMP011669,Hidroeléctrica,PROJ007795,4490.66,1552.49,14.49,Finalizado,14.49,4490.66,1552.49,0.01
EMP000061,Solar,PROJ007796,2685.17,1939.75,105.32,En desarrollo,105.32,2685.17,1939.75,0.05
EMP014010,Solar,PROJ007797,6958.16,604.19,271.34,Activo,271.34,6958.16,604.19,0.45
EMP005142,Hidroeléctrica,PROJ007798,8985.45,2686.32,212.55,Finalizado,640.29,16025.85,6311.19,0.1
EMP021080,Biomasa,PROJ007799,7293.82,3670.51,223.29,En desarrollo,287.03,9540.16,8475.1,0.03
EMP023523,Solar,PROJ007800,1319.69,421.17,330.95,Activo,330.95,1319.69,421.17,0.79
EMP011696,Geotérmica,PROJ007801,354.29,2211.73,362.81,En desarrollo,362.81,354.29,2211.73,0.16
EMP017904,Solar,PROJ007802,8566.27,266.1,329.59,Finalizado,804.31,12701.93,3493.39,0.23
EMP004182,Eólica,PROJ007803,2801.74,2116.96,347.59,Finalizado,347.59,2801.74,2116.96,0.16
EMP023765,Solar,PROJ007804,4987.92,4864.81,294.28,Activo,294.28,4987.92,4864.81,0.06
EMP023631,Solar,PROJ007805,8299.98,1068.03,248.08,Activo,267.69,17873.39,5953.23,0.04
EMP013480,Hidroeléctrica,PROJ007806,2653.0,1490.3,215.1,Finalizado,480.96,6688.7,4378.65,0.11
EMP013086,Geotérmica,PROJ007807,1905.1,3126.98,175.64,Finalizado,175.64,1905.1,3126.98,0.06
EMP020200,Solar,PROJ007808,5030.16,2616.46,400.87,Finalizado,400.87,5030.16,2616.46,0.15
EMP023958,Biomasa,PROJ007809,996.1,1070.5,184.94,Finalizado,184.94,996.1,1070.5,0.17
EMP007682,Geotérmica,PROJ007810,9480.86,187.86,389.35,Finalizado,716.62,15256.16,3958.4,0.18
EMP006859,Biomasa,PROJ007811,5531.81,3256.35,438.7,Activo,614.22,5948.16,6412.67,0.1
EMP003723,Hidroeléctrica,PROJ007812,9342.81,3611.69,82.72,En desarrollo,82.72,9342.81,3611.69,0.02
EMP000847,Hidroeléctrica,PROJ007813,3853.95,2555.37,465.93,En desarrollo,766.64,5419.77,6461.99,0.12
EMP014823,Eólica,PROJ007814,5970.77,1211.24,407.75,Activo,454.89,15172.11,4498.04,0.1
EMP023315,Geotérmica,PROJ007815,2294.63,3956.58,100.63,Finalizado,100.63,2294.63,3956.58,0.03
EMP018303,Hidroeléctrica,PROJ007816,1760.75,561.05,347.46,Activo,766.26,3182.07,951.59,0.81
EMP019652,Geotérmica,PROJ007817,666.27,1991.79,96.56,Activo,96.56,666.27,1991.79,0.05
EMP015103,Hidroeléctrica,PROJ007818,7791.26,2440.12,92.72,En desarrollo,92.72,7791.26,2440.12,0.04
EMP015836,Eólica,PROJ007819,1546.41,2579.14,325.28,Finalizado,325.28,1546.41,2579.14,0.13
EMP013317,Biomasa,PROJ007820,7391.43,348.77,267.26,En desarrollo,267.26,7391.43,348.77,0.77
EMP009970,Eólica,PROJ007821,763.09,1443.61,89.08,Activo,89.08,763.09,1443.61,0.06
EMP024056,Solar,PROJ007822,2244.12,1806.48,390.52,Finalizado,390.52,2244.12,1806.48,0.22
EMP008382,Hidroeléctrica,PROJ007823,6739.8,294.68,262.12,En desarrollo,262.12,6739.8,294.68,0.89
EMP015680,Geotérmica,PROJ007824,9667.41,2415.91,74.0,Activo,208.45,17495.02,6165.59,0.03
EMP023564,Geotérmica,PROJ007825,3001.25,3731.22,165.5,Activo,165.5,3001.25,3731.22,0.04
